1,11/03/1996,41,05,04,52,30,33
2,18/03/1996,09,39,37,49,43,41
3,25/03/1996,36,30,10,11,29,47
4,01/04/1996,06,59,42,27,01,05
5,08/04/1996,01,19,46,06,16,02
6,15/04/1996,19,40,07,13,22,47
7,22/04/1996,56,38,21,20,03,05
8,29/04/1996,53,17,38,04,47,37
9,06/05/1996,55,43,56,54,08,60
10,13/05/1996,25,04,18,57,21,38
11,20/05/1996,25,15,58,37,59,38
12,27/05/1996,20,27,43,16,19,04
13,03/06/1996,47,32,50,54,18,56
14,10/06/1996,16,02,27,47,23,53
15,17/06/1996,60,12,33,52,35,51
16,24/06/1996,60,58,49,32,20,34
17,01/07/1996,10,20,06,19,51,13
18,08/07/1996,37,36,56,27,42,23
19,15/07/1996,05,25,12,10,60,24
20,22/07/1996,25,28,30,33,51,11
21,29/07/1996,49,46,06,53,33,36
22,05/08/1996,09,38,56,01,31,46
23,12/08/1996,17,52,51,59,39,37
24,19/08/1996,01,08,14,28,33,43
25,25/08/1996,56,50,55,54,24,43
26,01/09/1996,50,53,57,10,58,22
27,08/09/1996,44,33,13,51,17,20
28,15/09/1996,60,06,22,03,24,54
29,22/09/1996,14,56,58,08,43,03
30,29/09/1996,38,50,07,29,15,14
31,06/10/1996,56,19,28,48,17,45
32,13/10/1996,43,33,14,36,05,44
33,20/10/1996,05,33,49,17,42,39
34,27/10/1996,15,13,57,53,40,17
35,03/11/1996,21,57,16,23,54,04
36,10/11/1996,13,03,51,17,29,25
37,17/11/1996,22,06,07,52,38,60
38,24/11/1996,55,42,10,43,45,54
39,01/12/1996,16,37,45,52,56,12
40,08/12/1996,03,12,46,05,47,08
41,15/12/1996,38,26,35,39,12,47
42,22/12/1996,24,36,19,33,07,11
43,29/12/1996,02,58,25,06,26,17
44,05/01/1997,47,38,18,14,29,44
45,12/01/1997,30,07,37,55,44,53
46,19/01/1997,32,46,01,60,24,23
47,26/01/1997,35,17,03,48,25,56
48,02/02/1997,47,05,34,28,02,50
49,09/02/1997,33,07,43,35,13,55
50,16/02/1997,57,44,21,16,58,06
51,23/02/1997,23,24,42,25,17,47
52,02/03/1997,58,15,59,30,38,46
53,09/03/1997,42,13,03,46,38,16
54,16/03/1997,05,21,09,56,18,36
55,23/03/1997,29,02,14,38,23,52
56,30/03/1997,51,35,59,07,20,02
57,06/04/1997,27,17,16,34,07,59
58,13/04/1997,30,49,27,37,12,44
59,20/04/1997,28,13,34,02,08,54
60,27/04/1997,38,14,21,15,03,20
61,04/05/1997,59,08,18,29,42,44
62,11/05/1997,52,13,06,24,08,31
63,18/05/1997,26,09,41,49,25,40
64,25/05/1997,08,54,50,60,23,12
65,01/06/1997,20,01,05,32,25,34
66,08/06/1997,15,26,12,33,48,13
67,15/06/1997,47,14,27,52,17,12
68,22/06/1997,53,13,03,01,12,59
69,29/06/1997,56,58,34,53,25,45
70,06/07/1997,40,17,23,43,27,58
71,13/07/1997,53,16,45,43,33,27
72,20/07/1997,19,48,43,01,34,44
73,27/07/1997,57,25,45,28,51,26
74,03/08/1997,02,24,34,50,38,37
75,10/08/1997,36,49,37,35,24,21
76,17/08/1997,33,18,23,08,17,53
77,24/08/1997,29,54,40,57,49,21
78,31/08/1997,22,32,46,12,25,31
79,07/09/1997,43,25,02,13,31,17
80,14/09/1997,51,40,37,23,48,28
81,21/09/1997,47,41,10,60,54,23
82,28/09/1997,51,36,53,29,18,15
83,05/10/1997,24,16,04,42,57,15
84,12/10/1997,10,34,04,06,25,40
85,19/10/1997,47,15,30,37,45,06
86,26/10/1997,54,21,06,34,36,22
87,02/11/1997,40,04,28,32,11,05
88,09/11/1997,45,37,29,04,43,18
89,16/11/1997,59,42,34,13,44,55
90,23/11/1997,21,26,40,54,09,52
91,30/11/1997,60,04,10,35,39,02
92,07/12/1997,05,23,51,03,01,24
93,14/12/1997,22,53,31,28,02,36
94,21/12/1997,28,51,55,18,52,08
95,28/12/1997,46,60,06,40,50,45
96,04/01/1998,04,42,58,26,07,40
97,11/01/1998,56,53,11,14,05,35
98,18/01/1998,43,33,14,31,35,13
99,25/01/1998,30,33,24,11,46,60
100,01/02/1998,46,48,30,14,29,51
101,08/02/1998,39,01,37,31,29,18
102,15/02/1998,44,42,37,56,19,20
103,22/02/1998,09,01,57,07,54,49
104,01/03/1998,13,01,38,21,52,04
105,08/03/1998,03,13,31,43,46,49
106,15/03/1998,24,16,38,05,39,35
107,22/03/1998,02,24,52,04,16,51
108,29/03/1998,60,29,34,24,21,59
109,04/04/1998,54,13,44,49,48,01
110,11/04/1998,57,58,18,31,43,52
111,18/04/1998,52,32,04,33,25,22
112,25/04/1998,37,43,34,20,12,42
113,02/05/1998,34,54,26,28,55,07
114,09/05/1998,47,54,18,06,12,37
115,16/05/1998,06,14,24,20,04,38
116,23/05/1998,36,42,32,05,13,51
117,30/05/1998,53,42,27,20,33,25
118,06/06/1998,22,57,37,09,25,56
119,13/06/1998,47,21,01,50,36,38
120,20/06/1998,46,45,16,40,27,03
121,27/06/1998,53,41,44,02,29,55
122,04/07/1998,20,43,39,11,53,17
123,11/07/1998,13,42,16,32,14,26
124,18/07/1998,52,05,34,57,15,41
125,25/07/1998,56,47,25,59,53,41
126,01/08/1998,32,28,06,10,11,40
127,08/08/1998,59,21,51,54,29,50
128,15/08/1998,23,43,03,21,09,18
129,22/08/1998,46,54,10,09,01,32
130,29/08/1998,13,42,38,49,53,29
131,05/09/1998,30,09,17,27,04,44
132,12/09/1998,44,35,50,41,09,07
133,19/09/1998,19,57,06,39,34,05
134,26/09/1998,60,32,25,36,52,04
135,03/10/1998,35,40,21,59,53,22
136,10/10/1998,17,25,45,38,01,59
137,17/10/1998,26,15,16,22,19,49
138,24/10/1998,41,14,37,05,40,27
139,31/10/1998,26,27,13,42,41,03
140,07/11/1998,55,31,46,44,41,07
141,14/11/1998,10,22,42,13,41,58
142,21/11/1998,20,59,19,54,15,08
143,28/11/1998,40,18,06,20,50,53
144,05/12/1998,08,32,44,36,45,55
145,12/12/1998,43,15,41,51,16,31
146,19/12/1998,51,34,25,60,42,32
147,24/12/1998,24,06,38,23,28,16
148,31/12/1998,32,55,59,41,58,35
149,09/01/1999,11,45,48,07,28,20
150,16/01/1999,50,44,12,55,52,54
151,23/01/1999,03,43,16,56,52,20
152,30/01/1999,12,05,15,51,58,29
153,06/02/1999,47,02,31,42,45,30
154,13/02/1999,08,10,24,33,45,48
155,20/02/1999,12,32,44,43,35,30
156,27/02/1999,52,23,42,17,55,49
157,06/03/1999,17,13,04,44,41,21
158,13/03/1999,58,43,51,14,17,04
159,20/03/1999,16,09,50,58,11,35
160,27/03/1999,13,42,52,58,02,54
161,03/04/1999,25,37,30,39,06,41
162,10/04/1999,23,33,51,38,48,21
163,17/04/1999,41,56,27,36,53,08
164,24/04/1999,04,19,14,10,44,28
165,01/05/1999,39,56,19,23,10,35
166,08/05/1999,60,57,59,13,12,22
167,15/05/1999,01,38,48,28,11,33
168,22/05/1999,45,02,35,09,50,31
169,29/05/1999,52,51,37,13,21,01
170,05/06/1999,07,51,55,41,58,46
171,12/06/1999,54,27,04,43,40,46
172,19/06/1999,49,36,14,26,35,10
173,26/06/1999,29,28,49,17,42,50
174,03/07/1999,11,52,22,23,36,59
175,10/07/1999,10,20,13,01,42,50
176,17/07/1999,28,04,01,45,53,03
177,24/07/1999,35,22,39,41,59,38
178,31/07/1999,05,27,19,26,15,33
179,07/08/1999,06,53,05,26,27,23
180,14/08/1999,39,06,29,60,51,23
181,21/08/1999,33,01,55,35,51,27
182,28/08/1999,46,60,05,10,28,03
183,04/09/1999,16,11,07,40,44,02
184,11/09/1999,09,60,21,16,41,34
185,18/09/1999,59,17,22,46,43,55
186,25/09/1999,24,26,51,25,14,23
187,02/10/1999,06,44,58,41,36,48
188,10/10/1999,34,42,43,46,27,17
189,16/10/1999,41,53,38,04,31,15
190,24/10/1999,32,40,42,21,10,05
191,31/10/1999,58,05,41,03,01,23
192,06/11/1999,01,60,26,41,28,54
193,13/11/1999,12,04,11,49,43,19
194,20/11/1999,32,42,43,25,28,33
195,27/11/1999,17,03,44,37,09,32
196,04/12/1999,32,17,09,14,24,07
197,11/12/1999,19,52,29,15,12,05
198,18/12/1999,40,23,01,18,35,08
199,24/12/1999,52,37,57,16,10,50
200,31/12/1999,12,15,44,34,51,19
201,08/01/2000,55,22,05,30,35,20
202,15/01/2000,49,53,44,12,24,45
203,22/01/2000,11,55,44,19,29,47
204,29/01/2000,31,41,51,39,58,29
205,05/02/2000,26,32,54,43,46,40
206,12/02/2000,20,26,56,18,34,51
207,19/02/2000,19,07,03,55,24,53
208,26/02/2000,23,15,57,24,47,25
209,04/03/2000,13,52,32,41,21,26
210,11/03/2000,37,58,20,38,48,32
211,18/03/2000,10,20,40,45,50,33
212,25/03/2000,29,57,15,45,59,06
213,01/04/2000,03,30,09,35,23,32
214,08/04/2000,30,12,06,50,35,31
215,15/04/2000,07,58,28,53,37,46
216,22/04/2000,35,42,59,18,30,14
217,29/04/2000,27,32,03,51,49,45
218,06/05/2000,54,40,42,17,47,12
219,13/05/2000,26,23,49,28,42,36
220,20/05/2000,36,53,55,13,60,14
221,27/05/2000,54,13,58,43,50,27
222,03/06/2000,05,48,30,55,52,19
223,10/06/2000,28,24,22,02,58,06
224,17/06/2000,20,16,18,07,44,21
225,24/06/2000,21,16,04,37,02,58
226,01/07/2000,02,50,59,38,49,01
227,08/07/2000,37,26,27,42,11,48
228,15/07/2000,16,40,45,59,43,13
229,22/07/2000,39,45,11,21,33,13
230,29/07/2000,56,44,41,40,08,53
231,05/08/2000,16,59,27,42,44,36
232,12/08/2000,29,19,41,22,37,59
233,19/08/2000,45,03,24,36,07,32
234,26/08/2000,15,45,54,25,42,41
235,02/09/2000,29,41,55,02,31,22
236,09/09/2000,10,52,50,57,25,60
237,16/09/2000,36,07,45,31,56,57
238,23/09/2000,15,09,41,13,37,42
239,30/09/2000,33,21,44,46,47,06
240,07/10/2000,59,28,25,41,57,38
241,14/10/2000,11,57,40,35,56,31
242,21/10/2000,22,07,04,21,28,56
243,28/10/2000,20,47,23,32,16,11
244,04/11/2000,19,60,50,24,47,33
245,11/11/2000,44,51,27,53,08,60
246,18/11/2000,02,57,32,43,16,37
247,25/11/2000,34,03,30,10,23,46
248,02/12/2000,56,16,34,41,35,32
249,09/12/2000,21,55,54,40,36,49
250,16/12/2000,55,25,41,42,43,07
251,23/12/2000,34,15,23,55,49,30
252,30/12/2000,17,54,04,51,32,26
253,06/01/2001,12,11,56,44,24,37
254,13/01/2001,04,30,56,21,22,01
255,20/01/2001,32,44,55,19,20,16
256,27/01/2001,21,52,34,26,02,32
257,03/02/2001,28,05,01,34,04,19
258,10/02/2001,12,60,54,07,55,50
259,17/02/2001,20,43,33,13,15,58
260,24/02/2001,43,04,60,59,06,33
261,03/03/2001,05,54,20,56,30,16
262,10/03/2001,53,60,48,20,58,11
263,17/03/2001,08,50,26,09,53,43
264,24/03/2001,05,25,31,13,01,33
265,31/03/2001,07,50,53,16,41,34
266,07/04/2001,38,54,48,23,02,46
267,14/04/2001,58,01,45,55,08,46
268,21/04/2001,21,10,47,06,05,33
269,28/04/2001,19,18,52,25,17,49
270,05/05/2001,45,27,35,40,05,09
271,12/05/2001,14,31,54,29,26,24
272,19/05/2001,36,58,09,10,56,24
273,26/05/2001,47,52,10,27,23,17
274,02/06/2001,11,39,47,18,13,26
275,09/06/2001,16,30,19,38,48,37
276,16/06/2001,53,59,39,45,22,57
277,23/06/2001,40,26,38,04,56,52
278,30/06/2001,22,10,18,55,15,31
279,07/07/2001,31,59,04,58,23,47
280,14/07/2001,05,16,30,25,58,20
281,21/07/2001,11,05,47,31,53,38
282,28/07/2001,33,24,36,09,14,23
283,01/08/2001,48,34,28,54,25,42
284,04/08/2001,08,36,14,32,30,07
285,08/08/2001,50,56,41,12,32,37
286,11/08/2001,44,37,56,29,47,35
287,15/08/2001,60,47,03,33,25,13
288,18/08/2001,50,09,18,11,06,17
289,22/08/2001,36,06,30,20,07,25
290,25/08/2001,57,30,07,25,40,26
291,29/08/2001,22,16,05,41,18,17
292,01/09/2001,24,34,53,45,23,13
293,05/09/2001,06,12,35,05,28,07
294,08/09/2001,28,45,41,22,57,25
295,12/09/2001,24,44,07,31,12,50
296,15/09/2001,20,51,42,03,52,46
297,19/09/2001,20,28,41,01,33,36
298,22/09/2001,22,34,24,23,05,60
299,26/09/2001,07,05,02,53,33,49
300,29/09/2001,27,57,41,38,28,24
301,03/10/2001,58,26,49,57,48,09
302,06/10/2001,25,40,12,60,30,41
303,10/10/2001,07,13,30,37,47,17
304,13/10/2001,42,07,11,34,59,41
305,17/10/2001,11,05,27,60,38,53
306,20/10/2001,30,19,57,41,56,47
307,24/10/2001,26,17,13,41,16,44
308,27/10/2001,55,25,04,11,29,39
309,31/10/2001,39,50,25,55,11,04
310,03/11/2001,28,14,29,02,31,32
311,07/11/2001,32,22,24,41,30,38
312,10/11/2001,14,30,50,41,47,23
313,14/11/2001,14,38,53,24,16,37
314,17/11/2001,05,32,40,58,37,34
315,21/11/2001,50,21,43,12,28,22
316,24/11/2001,28,51,56,06,24,43
317,28/11/2001,27,20,48,16,30,35
318,01/12/2001,19,53,40,03,31,20
319,05/12/2001,12,16,23,17,19,48
320,08/12/2001,20,53,47,50,22,27
321,12/12/2001,11,31,32,48,49,04
322,15/12/2001,18,11,29,44,47,56
323,19/12/2001,31,49,54,33,26,40
324,22/12/2001,22,08,30,15,47,25
325,29/12/2001,04,23,03,01,21,53
326,05/01/2002,52,23,40,51,44,21
327,09/01/2002,46,38,29,33,32,48
328,12/01/2002,51,05,23,07,14,21
329,16/01/2002,24,11,40,12,35,10
330,19/01/2002,02,04,23,37,14,51
331,23/01/2002,27,01,35,20,37,13
332,26/01/2002,28,23,42,29,44,34
333,30/01/2002,35,27,53,44,52,04
334,02/02/2002,41,26,51,14,24,23
335,06/02/2002,43,33,57,23,59,07
336,09/02/2002,02,18,54,22,30,26
337,16/02/2002,31,52,14,54,16,04
338,20/02/2002,48,46,09,01,36,04
339,23/02/2002,13,16,12,05,27,50
340,27/02/2002,10,60,42,09,33,12
341,02/03/2002,56,23,22,43,16,05
342,06/03/2002,29,49,54,51,16,34
343,09/03/2002,04,06,07,24,12,41
344,13/03/2002,33,36,12,35,10,14
345,16/03/2002,56,11,58,46,51,22
346,20/03/2002,56,07,46,60,41,12
347,23/03/2002,26,10,52,01,12,48
348,27/03/2002,39,40,33,52,19,30
349,30/03/2002,09,38,32,08,54,28
350,03/04/2002,23,30,43,10,15,57
351,06/04/2002,15,16,59,60,24,41
352,10/04/2002,49,07,47,25,20,44
353,13/04/2002,60,46,30,55,23,19
354,17/04/2002,40,52,38,16,07,41
355,20/04/2002,02,37,22,60,14,23
356,24/04/2002,54,19,05,58,56,21
357,27/04/2002,45,53,32,02,30,35
358,04/05/2002,40,42,32,12,21,17
359,08/05/2002,31,54,20,29,13,19
360,11/05/2002,47,24,29,55,53,23
361,15/05/2002,41,28,45,31,16,59
362,18/05/2002,37,20,33,46,07,56
363,22/05/2002,39,54,29,49,47,19
364,25/05/2002,59,44,29,05,51,57
365,29/05/2002,52,19,34,37,58,23
366,01/06/2002,06,04,51,07,21,15
367,05/06/2002,52,49,27,33,12,10
368,08/06/2002,13,50,38,32,44,29
369,12/06/2002,21,42,01,60,35,14
370,15/06/2002,51,42,04,54,01,40
371,19/06/2002,23,33,39,04,60,18
372,22/06/2002,24,17,46,57,16,39
373,26/06/2002,31,33,24,10,05,01
374,29/06/2002,54,02,26,05,44,16
375,03/07/2002,51,09,42,05,58,01
376,06/07/2002,25,13,10,43,35,48
377,10/07/2002,46,19,03,45,12,27
378,13/07/2002,55,45,48,41,05,38
379,17/07/2002,41,55,24,59,33,40
380,20/07/2002,47,22,13,30,31,57
381,24/07/2002,09,56,46,28,10,55
382,27/07/2002,54,38,53,31,37,34
383,31/07/2002,48,22,53,56,50,14
384,03/08/2002,28,50,47,24,40,52
385,07/08/2002,22,12,24,18,05,16
386,10/08/2002,39,54,43,36,17,35
387,14/08/2002,29,28,48,47,43,22
388,17/08/2002,52,48,53,58,23,36
389,21/08/2002,46,14,54,18,43,05
390,24/08/2002,07,22,34,12,38,53
391,28/08/2002,07,15,35,16,40,04
392,31/08/2002,49,47,39,31,15,23
393,04/09/2002,12,50,36,06,35,40
394,07/09/2002,15,49,42,05,45,35
395,11/09/2002,11,58,31,14,10,20
396,14/09/2002,47,18,06,45,34,42
397,18/09/2002,32,24,02,05,01,46
398,21/09/2002,28,07,16,37,36,22
399,25/09/2002,59,55,16,27,47,11
400,28/09/2002,29,59,13,10,54,28
401,02/10/2002,50,18,44,53,11,43
402,05/10/2002,27,43,58,05,16,56
403,09/10/2002,46,31,07,16,60,27
404,12/10/2002,24,38,58,01,40,28
405,16/10/2002,57,60,34,24,29,47
406,19/10/2002,47,32,48,12,38,02
407,23/10/2002,49,02,18,51,22,57
408,26/10/2002,49,44,33,28,56,14
409,30/10/2002,26,49,25,18,31,34
410,02/11/2002,31,55,36,24,08,38
411,06/11/2002,10,56,12,31,45,38
412,09/11/2002,45,05,14,21,59,12
413,13/11/2002,35,53,29,33,02,04
414,16/11/2002,35,26,58,52,45,16
415,20/11/2002,38,44,04,01,27,42
416,23/11/2002,13,01,23,56,54,33
417,27/11/2002,25,07,12,21,42,34
418,30/11/2002,45,08,32,49,15,52
419,04/12/2002,41,42,52,53,16,09
420,07/12/2002,43,12,59,30,57,29
421,11/12/2002,38,45,35,37,05,51
422,14/12/2002,60,12,56,37,55,43
423,18/12/2002,08,22,33,40,32,53
424,21/12/2002,29,36,27,18,59,46
425,28/12/2002,06,16,10,34,47,42
426,04/01/2003,07,32,54,50,30,37
427,08/01/2003,51,13,43,24,03,14
428,11/01/2003,60,08,32,28,46,30
429,15/01/2003,55,32,17,36,26,43
430,18/01/2003,50,21,10,25,38,08
431,22/01/2003,58,26,40,37,47,52
432,25/01/2003,50,17,13,27,04,39
433,29/01/2003,36,17,28,16,54,30
434,01/02/2003,24,17,04,54,30,10
435,05/02/2003,37,11,17,31,43,10
436,08/02/2003,01,06,57,29,48,07
437,12/02/2003,54,10,59,44,30,07
438,15/02/2003,38,48,14,03,11,05
439,19/02/2003,42,13,20,29,43,57
440,22/02/2003,46,23,30,47,05,03
441,26/02/2003,02,15,58,10,59,21
442,01/03/2003,15,31,23,06,59,37
443,08/03/2003,11,36,17,26,52,48
444,12/03/2003,48,52,57,24,03,33
445,15/03/2003,31,50,07,53,32,20
446,19/03/2003,11,20,08,47,12,17
447,22/03/2003,24,55,15,33,25,42
448,26/03/2003,05,03,52,45,09,51
449,29/03/2003,34,56,24,01,49,08
450,02/04/2003,59,51,13,01,09,50
451,05/04/2003,23,18,31,17,53,28
452,09/04/2003,54,11,51,16,36,30
453,12/04/2003,58,52,08,34,20,23
454,16/04/2003,04,17,42,56,46,24
455,19/04/2003,50,15,17,02,14,59
456,23/04/2003,17,40,22,27,33,03
457,26/04/2003,48,15,24,27,17,32
458,30/04/2003,43,53,13,32,34,24
459,03/05/2003,43,17,08,15,49,39
460,07/05/2003,19,55,30,23,37,49
461,10/05/2003,30,17,20,29,15,60
462,14/05/2003,27,48,17,19,26,22
463,17/05/2003,07,18,02,45,03,53
464,21/05/2003,06,33,45,38,24,50
465,24/05/2003,46,31,01,57,22,51
466,28/05/2003,28,16,45,29,30,11
467,31/05/2003,38,21,08,22,18,60
468,04/06/2003,23,06,25,39,51,05
469,07/06/2003,29,47,42,21,13,26
470,11/06/2003,51,58,23,11,08,37
471,14/06/2003,51,59,31,05,36,32
472,18/06/2003,12,03,38,29,51,04
473,21/06/2003,51,07,58,49,23,41
474,25/06/2003,34,03,12,50,32,40
475,28/06/2003,19,06,43,52,08,22
476,02/07/2003,38,43,20,55,17,58
477,05/07/2003,47,34,08,06,18,38
478,09/07/2003,30,08,31,03,21,25
479,12/07/2003,20,54,58,26,41,46
480,16/07/2003,36,38,33,14,49,41
481,19/07/2003,42,06,24,44,22,13
482,23/07/2003,13,56,12,33,53,54
483,26/07/2003,16,23,35,18,44,59
484,30/07/2003,53,19,38,18,17,49
485,02/08/2003,38,28,52,30,19,57
486,06/08/2003,50,42,19,08,30,14
487,09/08/2003,25,22,48,52,54,08
488,13/08/2003,30,39,35,43,15,57
489,16/08/2003,28,36,17,53,33,59
490,20/08/2003,05,11,29,54,23,58
491,23/08/2003,22,43,15,55,09,01
492,27/08/2003,57,02,15,06,56,18
493,30/08/2003,54,20,03,18,42,24
494,03/09/2003,28,32,49,53,18,20
495,06/09/2003,36,15,60,08,29,49
496,10/09/2003,41,20,19,29,59,10
497,13/09/2003,09,41,32,13,58,20
498,17/09/2003,49,28,02,06,57,50
499,20/09/2003,59,01,11,05,44,04
500,27/09/2003,35,21,54,29,38,36
501,01/10/2003,34,27,56,28,16,39
502,04/10/2003,50,07,33,21,24,13
503,08/10/2003,10,21,48,27,49,07
504,11/10/2003,39,19,11,08,50,30
505,15/10/2003,47,20,52,03,46,28
506,18/10/2003,31,37,34,15,38,04
507,22/10/2003,44,58,05,27,33,03
508,25/10/2003,46,56,05,15,45,10
509,29/10/2003,32,55,34,35,28,33
510,01/11/2003,30,45,58,01,04,41
511,05/11/2003,08,36,34,37,03,04
512,08/11/2003,08,40,58,04,53,31
513,12/11/2003,46,10,27,19,33,39
514,15/11/2003,15,52,40,36,51,42
515,19/11/2003,39,16,57,15,45,48
516,22/11/2003,24,05,34,13,35,33
517,26/11/2003,51,32,08,28,38,07
518,29/11/2003,44,08,05,15,18,10
519,03/12/2003,09,36,15,19,42,22
520,06/12/2003,32,34,17,35,09,12
521,10/12/2003,28,32,38,25,15,45
522,13/12/2003,49,52,15,25,14,06
523,17/12/2003,45,58,40,39,28,44
524,20/12/2003,47,29,34,48,19,41
525,27/12/2003,26,32,24,49,08,10
526,03/01/2004,03,59,21,36,55,31
527,07/01/2004,17,14,50,52,06,26
528,10/01/2004,34,28,37,12,08,31
529,14/01/2004,56,45,13,33,38,01
530,17/01/2004,32,21,25,01,06,49
531,21/01/2004,03,01,35,07,18,50
532,24/01/2004,13,04,12,53,09,52
533,28/01/2004,27,18,13,59,21,53
534,31/01/2004,48,57,23,08,31,03
535,04/02/2004,49,14,47,56,06,28
536,07/02/2004,14,22,25,15,37,23
537,11/02/2004,37,03,19,34,39,07
538,14/02/2004,45,43,56,25,52,03
539,18/02/2004,16,50,55,06,47,19
540,21/02/2004,22,04,30,44,28,49
541,28/02/2004,58,57,27,13,49,52
542,03/03/2004,49,04,19,28,35,06
543,06/03/2004,35,54,37,42,49,46
544,10/03/2004,11,33,56,47,17,34
545,13/03/2004,43,35,57,29,40,17
546,17/03/2004,46,04,54,17,13,05
547,20/03/2004,04,59,13,53,28,30
548,24/03/2004,51,49,14,47,59,58
549,27/03/2004,13,51,58,22,46,08
550,31/03/2004,17,56,16,38,39,45
551,03/04/2004,56,48,57,21,12,46
552,07/04/2004,22,54,52,47,49,09
553,10/04/2004,43,46,58,53,54,04
554,14/04/2004,47,29,31,15,60,42
555,17/04/2004,49,05,23,33,45,31
556,21/04/2004,08,45,30,33,17,10
557,24/04/2004,18,49,38,23,08,12
558,28/04/2004,59,57,07,58,31,14
559,01/05/2004,53,25,36,13,17,06
560,05/05/2004,32,18,11,30,02,58
561,08/05/2004,39,49,36,20,55,01
562,12/05/2004,37,35,23,16,57,55
563,15/05/2004,34,08,23,44,51,05
564,19/05/2004,38,13,32,20,10,49
565,22/05/2004,31,37,35,07,45,34
566,26/05/2004,17,06,20,18,13,37
567,29/05/2004,57,58,11,38,41,31
568,02/06/2004,25,41,17,29,13,22
569,05/06/2004,32,15,14,09,03,57
570,09/06/2004,35,32,36,33,51,15
571,12/06/2004,14,31,12,13,51,50
572,16/06/2004,33,03,20,60,09,16
573,19/06/2004,59,29,17,06,40,22
574,23/06/2004,32,23,02,10,44,17
575,26/06/2004,18,29,21,48,35,05
